PropertyNumber,Suburb,State,Postcode,Category,PropertySalePrice,from_unixtime(PropertySaleDate),NumberOfBedrooms
120984850,Richmond,Vic,3121,Apartment,590000,"2016-03-08 00:00:00",2
120990846,Richmond,Vic,3121,Apartment,600000,"2016-02-17 00:00:00",2
120995242,Richmond,Vic,3121,Apartment,585000,"2015-11-07 00:00:00",2
120996742,Richmond,Vic,3121,House,30000,"2015-11-14 00:00:00",3
121034658,Richmond,Vic,3121,Apartment,474000,"2015-11-25 00:00:00",1
121042094,Richmond,Vic,3121,House,1345000,"2016-03-05 00:00:00",3
121042166,Richmond,Vic,3121,House,4320000,"2015-11-14 00:00:00",4
121042190,Richmond,Vic,3121,Apartment,1210000,"2015-11-14 00:00:00",2
121042322,Richmond,Vic,3121,House,1911000,"2015-11-14 00:00:00",3
121042326,Richmond,Vic,3121,Apartment,365000,"2015-11-14 00:00:00",1
121043550,Richmond,Vic,3121,Townhouse,960000,"2015-10-28 00:00:00",2
121048718,Richmond,Vic,3121,Apartment,455000,"2015-11-14 00:00:00",2
121048802,Richmond,Vic,3121,Apartment,405000,"2015-11-14 00:00:00",2
121048946,Richmond,Vic,3121,Apartment,499000,"2015-12-08 00:00:00",2
121049402,Richmond,Vic,3121,House,1060000,"2015-11-14 00:00:00",3
121049446,Richmond,Vic,3121,House,1506000,"2015-11-14 00:00:00",4
121049614,Richmond,Vic,3121,Apartment,387500,"2016-07-12 00:00:00",1
121049826,Richmond,Vic,3121,House,1515000,"2015-11-14 00:00:00",3
121050126,Richmond,Vic,3121,House,865000,"2015-11-14 00:00:00",2
121050378,Richmond,Vic,3121,House,1210000,"2015-11-14 00:00:00",3
121051106,Richmond,Vic,3121,Apartment,600000,"2016-01-05 00:00:00",2
121058994,Richmond,Vic,3121,Apartment,372000,"2015-11-14 00:00:00",1
121062466,Richmond,Vic,3121,Apartment,588000,"2015-11-17 00:00:00",2
121077494,Richmond,Vic,3121,Apartment,545000,"2015-12-01 00:00:00",2
121083718,Richmond,Vic,3121,House,1180000,"2015-11-21 00:00:00",3
121087642,Richmond,Vic,3121,Apartment,100000,"2016-05-14 00:00:00",1
121096330,Richmond,Vic,3121,Apartment,511000,"2015-11-14 00:00:00",2
121109478,Richmond,Vic,3121,Apartment,430000,"2016-01-20 00:00:00",1
121110698,Richmond,Vic,3121,Apartment,565000,"2015-11-21 00:00:00",2
121112650,Richmond,Vic,3121,House,930000,"2015-11-20 00:00:00",2
121117258,Richmond,Vic,3121,Apartment,410000,"2015-12-16 00:00:00",2
121118758,Richmond,Vic,3121,Apartment,966000,"2015-11-21 00:00:00",2
121118846,Richmond,Vic,3121,House,1200000,"2015-12-01 00:00:00",2
121118930,Richmond,Vic,3121,House,1335000,"2015-12-11 00:00:00",3
121123558,Richmond,Vic,3121,Apartment,657500,"2015-11-21 00:00:00",2
121127742,Richmond,Vic,3121,House,887500,"2015-11-21 00:00:00",2
121132298,Richmond,Vic,3121,Townhouse,875000,"2016-04-13 00:00:00",3
121140950,Richmond,Vic,3121,House,1825000,"2015-11-28 00:00:00",3
121154710,Richmond,Vic,3121,House,1270000,"2015-11-28 00:00:00",3
121170306,Richmond,Vic,3121,Apartment,507500,"2015-11-28 00:00:00",2
121187750,Richmond,Vic,3121,House,1453000,"2015-11-28 00:00:00",3
121187754,Richmond,Vic,3121,House,1400000,"2015-11-24 00:00:00",3
121193866,Richmond,Vic,3121,Apartment,277000,"2016-04-16 00:00:00",1
121193986,Richmond,Vic,3121,Apartment,462500,"2016-02-22 00:00:00",1
121196386,Richmond,Vic,3121,Apartment,300000,"2015-11-27 00:00:00",1
121206554,Richmond,Vic,3121,Apartment,368000,"2015-11-27 00:00:00",1
121209542,Richmond,Vic,3121,Apartment,552000,"2015-11-28 00:00:00",2
121210406,Richmond,Vic,3121,House,800000,"2015-12-02 00:00:00",1
121211146,Richmond,Vic,3121,House,842000,"2015-11-28 00:00:00",2
121211330,Richmond,Vic,3121,House,875000,"2015-11-28 00:00:00",2
121213354,Richmond,Vic,3121,House,1350000,"2015-11-28 00:00:00",3
121214246,Richmond,Vic,3121,House,1640000,"2015-12-04 00:00:00",3
121235966,Richmond,Vic,3121,House,1310000,"2015-12-05 00:00:00",3
121241422,Richmond,Vic,3121,House,1900000,"2015-12-05 00:00:00",3
121246458,Richmond,Vic,3121,House,1616000,"2015-12-05 00:00:00",3
121247326,Richmond,Vic,3121,House,2350000,"2015-12-05 00:00:00",3
121253902,Richmond,Vic,3121,House,903000,"2015-12-05 00:00:00",3
121254898,Richmond,Vic,3121,House,1115000,"2015-12-05 00:00:00",2
121255374,Richmond,Vic,3121,House,800000,"2015-12-07 00:00:00",2
121255662,Richmond,Vic,3121,House,2200000,"2015-12-05 00:00:00",3
121256514,Richmond,Vic,3121,House,1870000,"2015-12-05 00:00:00",3
121257314,Richmond,Vic,3121,House,615000,"2016-02-11 00:00:00",1
121260518,Richmond,Vic,3121,Apartment,310000,"2015-12-12 00:00:00",1
121264866,Richmond,Vic,3121,Apartment,620000,"2015-12-03 00:00:00",2
121271246,Richmond,Vic,3121,Townhouse,1420000,"2015-12-17 00:00:00",3
121271926,Richmond,Vic,3121,Apartment,520000,"2016-01-04 00:00:00",2
121283358,Richmond,Vic,3121,Apartment,424000,"2015-11-24 00:00:00",1
121323910,Richmond,Vic,3121,Apartment,410000,"2015-12-16 00:00:00",1
121330738,Richmond,Vic,3121,Apartment,625000,"2015-12-12 00:00:00",2
121331006,Richmond,Vic,3121,Apartment,761000,"2015-12-12 00:00:00",2
121331210,Richmond,Vic,3121,House,1440000,"2015-12-12 00:00:00",3
121331746,Richmond,Vic,3121,Apartment,448000,"2015-12-12 00:00:00",1
121331842,Richmond,Vic,3121,Apartment,400000,"2016-02-08 00:00:00",1
121332142,Richmond,Vic,3121,House,933500,"2015-12-12 00:00:00",2
121332634,Richmond,Vic,3121,House,951000,"2015-12-12 00:00:00",3
121332766,Richmond,Vic,3121,Apartment,465000,"2015-12-12 00:00:00",1
121332886,Richmond,Vic,3121,Apartment,820000,"2015-12-12 00:00:00",2
121333858,Richmond,Vic,3121,House,1408000,"2015-12-12 00:00:00",3
121334474,Richmond,Vic,3121,Apartment,406000,"2016-02-22 00:00:00",1
121336998,Richmond,Vic,3121,Apartment,100000,"2015-12-28 00:00:00",2
121338982,Richmond,Vic,3121,House,1260000,"2015-12-12 00:00:00",3
121339766,Richmond,Vic,3121,Townhouse,1575000,"2015-12-12 00:00:00",3
121344790,Richmond,Vic,3121,House,30000,"2015-12-12 00:00:00",2
121346558,Richmond,Vic,3121,Apartment,475000,"2016-02-02 00:00:00",2
121346562,Richmond,Vic,3121,Apartment,535000,"2016-01-25 00:00:00",2
121346570,Richmond,Vic,3121,Apartment,482000,"2015-12-12 00:00:00",2
121347562,Richmond,Vic,3121,House,1110000,"2015-12-12 00:00:00",3
121350754,Richmond,Vic,3121,Apartment,685000,"2015-12-02 00:00:00",2
121350766,Richmond,Vic,3121,House,1100000,"2016-06-17 00:00:00",2
121357786,Richmond,Vic,3121,House,1301000,"2015-12-12 00:00:00",3
121392414,Richmond,Vic,3121,Apartment,316000,"2015-12-19 00:00:00",1
121392550,Richmond,Vic,3121,Apartment,510000,"2015-12-19 00:00:00",1
121392770,Richmond,Vic,3121,Apartment,531000,"2015-12-19 00:00:00",2
121393026,Richmond,Vic,3121,House,1790000,"2015-12-19 00:00:00",3
121393578,Richmond,Vic,3121,Apartment,560000,"2015-12-11 00:00:00",2
121393954,Richmond,Vic,3121,House,1565000,"2015-12-19 00:00:00",4
121396914,Richmond,Vic,3121,Apartment,620000,"2016-01-04 00:00:00",2
121398898,Richmond,Vic,3121,Apartment,706000,"2016-02-23 00:00:00",3
121440622,Richmond,Vic,3121,Apartment,556000,"2016-03-07 00:00:00",2
121442442,Richmond,Vic,3121,Apartment,395000,"2016-02-08 00:00:00",1
121447978,Richmond,Vic,3121,Apartment,595000,"2016-02-03 00:00:00",2
121490166,Richmond,Vic,3121,House,979000,"2015-12-16 00:00:00",2
121551774,Richmond,Vic,3121,Apartment,813000,"2016-01-20 00:00:00",2
121570790,Richmond,Vic,3121,Apartment,330000,"2016-02-17 00:00:00",1
121634006,Richmond,Vic,3121,House,1150000,"2016-02-25 00:00:00",2
121644606,Richmond,Vic,3121,Apartment,470888,"2016-02-08 00:00:00",1
121646902,Richmond,Vic,3121,Apartment,450000,"2016-02-13 00:00:00",1
121647314,Richmond,Vic,3121,Apartment,542000,"2016-02-19 00:00:00",2
121647842,Richmond,Vic,3121,Townhouse,1900000,"2016-02-20 00:00:00",4
121668534,Richmond,Vic,3121,Apartment,570000,"2016-03-02 00:00:00",2
121699854,Richmond,Vic,3121,Apartment,852000,"2016-02-13 00:00:00",2
121700242,Richmond,Vic,3121,Apartment,542000,"2016-02-11 00:00:00",2
121707034,Richmond,Vic,3121,Apartment,290000,"2016-07-01 00:00:00",1
121707286,Richmond,Vic,3121,Townhouse,936000,"2016-02-14 00:00:00",2
121713362,Richmond,Vic,3121,Warehouse,510000,"2016-11-21 00:00:00",1
121729002,Richmond,Vic,3121,Apartment,758000,"2016-03-30 00:00:00",2
121732042,Richmond,Vic,3121,Apartment,420000,"2016-02-15 00:00:00",1
121741070,Richmond,Vic,3121,House,965000,"2016-02-20 00:00:00",2
121741434,Richmond,Vic,3121,Apartment,730000,"2016-02-20 00:00:00",2
121746214,Richmond,Vic,3121,House,1030000,"2016-02-26 00:00:00",2
121746562,Richmond,Vic,3121,Apartment,605000,"2016-02-20 00:00:00",1
121747278,Richmond,Vic,3121,House,1175000,"2016-02-20 00:00:00",3
121747718,Richmond,Vic,3121,House,725000,"2016-02-20 00:00:00",2
121747730,Richmond,Vic,3121,Apartment,765000,"2016-02-20 00:00:00",2
121747966,Richmond,Vic,3121,Apartment,470000,"2016-02-20 00:00:00",2
121748014,Richmond,Vic,3121,House,2400000,"2016-03-11 00:00:00",3
121752666,Richmond,Vic,3121,Townhouse,922000,"2016-02-20 00:00:00",2
121754234,Richmond,Vic,3121,House,903000,"2016-02-23 00:00:00",2
121754238,Richmond,Vic,3121,House,1601000,"2016-02-20 00:00:00",3
121754390,Richmond,Vic,3121,House,880000,"2016-02-20 00:00:00",2
121754402,Richmond,Vic,3121,House,880000,"2016-02-20 00:00:00",2
121754418,Richmond,Vic,3121,Apartment,636000,"2016-02-20 00:00:00",2
121754810,Richmond,Vic,3121,House,920000,"2016-02-20 00:00:00",2
121757654,Richmond,Vic,3121,Apartment,597500,"2016-02-05 00:00:00",2
121757858,Richmond,Vic,3121,Apartment,690000,"2016-02-20 00:00:00",2
121760458,Richmond,Vic,3121,Apartment,325000,"2016-02-20 00:00:00",1
121773046,Richmond,Vic,3121,Apartment,387500,"2016-05-19 00:00:00",1
121790710,Richmond,Vic,3121,Apartment,430000,"2016-05-14 00:00:00",1
121794926,Richmond,Vic,3121,House,750500,"2016-02-27 00:00:00",2
121805666,Richmond,Vic,3121,Apartment,445000,"2016-07-06 00:00:00",1
121806002,Richmond,Vic,3121,House,970500,"2016-02-27 00:00:00",2
121807258,Richmond,Vic,3121,Apartment,393000,"2016-05-13 00:00:00",1
121808034,Richmond,Vic,3121,Apartment,360000,"2016-02-26 00:00:00",1
121808194,Richmond,Vic,3121,Apartment,750000,"2016-03-04 00:00:00",2
121808238,Richmond,Vic,3121,House,1072000,"2016-02-27 00:00:00",2
121809246,Richmond,Vic,3121,House,1550000,"2016-02-29 00:00:00",3
121809258,Richmond,Vic,3121,House,1825000,"2016-02-25 00:00:00",3
121809506,Richmond,Vic,3121,House,923000,"2016-02-27 00:00:00",2
121809670,Richmond,Vic,3121,Apartment,324000,"2016-07-19 00:00:00",1
121809822,Richmond,Vic,3121,House,1700000,"2016-03-04 00:00:00",3
121810194,Richmond,Vic,3121,House,955000,"2016-02-27 00:00:00",2
121810590,Richmond,Vic,3121,Apartment,515000,"2016-02-27 00:00:00",2
121815274,Richmond,Vic,3121,Apartment,290000,"2016-03-19 00:00:00",1
121816610,Richmond,Vic,3121,House,900000,"2016-03-02 00:00:00",2
121828430,Richmond,Vic,3121,Apartment,405000,"2016-02-26 00:00:00",2
121832822,Richmond,Vic,3121,Townhouse,837500,"2016-02-27 00:00:00",2
121846442,Richmond,Vic,3121,House,2000000,"2016-03-05 00:00:00",3
121859182,Richmond,Vic,3121,Apartment,590000,"2016-04-22 00:00:00",2
121864434,Richmond,Vic,3121,Apartment,460000,"2016-02-22 00:00:00",1
121864694,Richmond,Vic,3121,Apartment,270000,"2016-04-05 00:00:00",1
121866062,Richmond,Vic,3121,House,1550000,"2016-03-05 00:00:00",3
121867130,Richmond,Vic,3121,House,960000,"2016-03-05 00:00:00",2
121867154,Richmond,Vic,3121,Apartment,565000,"2016-03-23 00:00:00",1
121867346,Richmond,Vic,3121,House,2150000,"2016-03-05 00:00:00",3
121868314,Richmond,Vic,3121,Apartment,397500,"2016-05-18 00:00:00",1
121871286,Richmond,Vic,3121,House,1145000,"2016-03-05 00:00:00",2
121872538,Richmond,Vic,3121,House,2150000,"2016-03-05 00:00:00",3
121882158,Richmond,Vic,3121,Apartment,289000,"2016-05-17 00:00:00",1
121882298,Richmond,Vic,3121,Apartment,559000,"2016-02-23 00:00:00",1
121883706,Richmond,Vic,3121,Apartment,535000,"2016-03-05 00:00:00",2
121884334,Richmond,Vic,3121,Townhouse,710000,"2016-03-05 00:00:00",2
121884634,Richmond,Vic,3121,Apartment,628000,"2016-03-05 00:00:00",2
121929426,Richmond,Vic,3121,Apartment,301000,"2016-03-12 00:00:00",1
121934906,Richmond,Vic,3121,Apartment,550000,"2016-03-03 00:00:00",2
121935134,Richmond,Vic,3121,Apartment,605000,"2016-03-17 00:00:00",2
121935982,Richmond,Vic,3121,House,3550000,"2016-04-21 00:00:00",4
121946786,Richmond,Vic,3121,Apartment,439000,"2016-05-10 00:00:00",1
121970918,Richmond,Vic,3121,House,1100000,"2016-04-12 00:00:00",3
121985690,Richmond,Vic,3121,Townhouse,1320000,"2016-03-19 00:00:00",2
121990970,Richmond,Vic,3121,House,855000,"2016-03-02 00:00:00",2
121992314,Richmond,Vic,3121,House,5550000,"2016-03-23 00:00:00",5
121993038,Richmond,Vic,3121,Apartment,760000,"2016-03-19 00:00:00",2
121995374,Richmond,Vic,3121,House,0,"2016-03-19 00:00:00",4
121998538,Richmond,Vic,3121,Apartment,415500,"2016-04-04 00:00:00",1
121998782,Richmond,Vic,3121,House,1780000,"2016-03-19 00:00:00",3
121999154,Richmond,Vic,3121,House,1590000,"2016-03-19 00:00:00",3
121999290,Richmond,Vic,3121,House,1207500,"2016-03-19 00:00:00",3
121999358,Richmond,Vic,3121,House,1100000,"2016-03-29 00:00:00",2
122003822,Richmond,Vic,3121,House,1505000,"2016-03-19 00:00:00",3
122003942,Richmond,Vic,3121,House,796500,"2016-03-19 00:00:00",2
122004090,Richmond,Vic,3121,Apartment,502000,"2016-03-19 00:00:00",2
122004506,Richmond,Vic,3121,Apartment,820000,"2016-03-19 00:00:00",2
122004978,Richmond,Vic,3121,Apartment,508000,"2016-03-17 00:00:00",1
122008106,Richmond,Vic,3121,Townhouse,770000,"2016-03-19 00:00:00",2
122012906,Richmond,Vic,3121,Apartment,420000,"2016-04-18 00:00:00",1
122074086,Richmond,Vic,3121,House,1000000,"2016-03-26 00:00:00",4
122107858,Richmond,Vic,3121,Apartment,522000,"2016-04-14 00:00:00",1
122110102,Richmond,Vic,3121,Townhouse,0,"2016-10-13 00:00:00",3
122112902,Richmond,Vic,3121,Apartment,640000,"2016-04-12 00:00:00",2
122119406,Richmond,Vic,3121,Apartment,0,"2016-10-28 00:00:00",1
122120054,Richmond,Vic,3121,House,1063500,"2016-03-31 00:00:00",2
122120650,Richmond,Vic,3121,Apartment,555000,"2016-04-11 00:00:00",2
122121850,Richmond,Vic,3121,Apartment,365000,"2016-03-31 00:00:00",1
122122142,Richmond,Vic,3121,Apartment,550000,"2016-03-31 00:00:00",1
122135710,Richmond,Vic,3121,House,1825000,"2016-07-09 00:00:00",3
122136134,Richmond,Vic,3121,Apartment,560000,"2016-03-23 00:00:00",2
122173958,Richmond,Vic,3121,House,1195000,"2016-04-09 00:00:00",3
122174534,Richmond,Vic,3121,Apartment,716000,"2016-04-09 00:00:00",2
122174698,Richmond,Vic,3121,Townhouse,1060000,"2016-04-09 00:00:00",2
122181110,Richmond,Vic,3121,House,920000,"2016-04-09 00:00:00",3
122192230,Richmond,Vic,3121,Apartment,335000,"2016-03-21 00:00:00",1
122192606,Richmond,Vic,3121,Apartment,460000,"2016-10-03 00:00:00",1
122206842,Richmond,Vic,3121,Apartment,1550000,"2016-03-31 00:00:00",3
122214906,Richmond,Vic,3121,Apartment,599999,"2016-05-02 00:00:00",2
122216578,Richmond,Vic,3121,Apartment,530000,"2016-06-07 00:00:00",2
122225530,Richmond,Vic,3121,House,3001000,"2016-04-16 00:00:00",4
122232830,Richmond,Vic,3121,House,1088000,"2016-04-16 00:00:00",3
122235118,Richmond,Vic,3121,House,1540000,"2016-04-16 00:00:00",4
122235154,Richmond,Vic,3121,House,881000,"2016-04-01 00:00:00",2
122236466,Richmond,Vic,3121,Apartment,638000,"2016-04-16 00:00:00",2
122236534,Richmond,Vic,3121,Apartment,415000,"2016-04-16 00:00:00",1
122236706,Richmond,Vic,3121,Apartment,565000,"2016-05-18 00:00:00",2
122236902,Richmond,Vic,3121,Apartment,297000,"2016-04-16 00:00:00",1
122236962,Richmond,Vic,3121,House,911000,"2016-04-16 00:00:00",3
122237322,Richmond,Vic,3121,Apartment,601000,"2016-04-07 00:00:00",2
122240194,Richmond,Vic,3121,House,2000000,"2016-04-17 00:00:00",3
122256494,Richmond,Vic,3121,Apartment,342000,"2016-04-05 00:00:00",1
122278422,Richmond,Vic,3121,Apartment,460000,"2016-04-27 00:00:00",1
122278594,Richmond,Vic,3121,Apartment,952000,"2016-04-23 00:00:00",2
122287542,Richmond,Vic,3121,House,1650000,"2016-04-23 00:00:00",3
122289114,Richmond,Vic,3121,House,900000,"2016-04-21 00:00:00",3
122291898,Richmond,Vic,3121,Apartment,475000,"2016-06-06 00:00:00",1
122299698,Richmond,Vic,3121,Apartment,550000,"2016-04-05 00:00:00",2
122310878,Richmond,Vic,3121,House,1575000,"2016-04-30 00:00:00",4
122329822,Richmond,Vic,3121,House,1400000,"2016-05-10 00:00:00",3
122335338,Richmond,Vic,3121,House,2010000,"2016-04-30 00:00:00",4
122335470,Richmond,Vic,3121,House,900000,"2016-04-30 00:00:00",2
122335910,Richmond,Vic,3121,Apartment,455000,"2016-04-29 00:00:00",2
122337010,Richmond,Vic,3121,House,695000,"2016-04-30 00:00:00",2
122337114,Richmond,Vic,3121,House,1020000,"2016-05-02 00:00:00",2
122338158,Richmond,Vic,3121,Apartment,457000,"2016-04-27 00:00:00",1
122340918,Richmond,Vic,3121,Unit,422500,"2016-04-30 00:00:00",1
122344122,Richmond,Vic,3121,Apartment,740000,"2016-04-30 00:00:00",2
122350954,Richmond,Vic,3121,House,1372000,"2016-05-16 00:00:00",3
122352826,Richmond,Vic,3121,Apartment,615000,"2016-04-28 00:00:00",2
122353254,Richmond,Vic,3121,Apartment,190000,"2016-07-06 00:00:00",1
122354358,Richmond,Vic,3121,House,1225000,"2016-05-04 00:00:00",3
122356086,Richmond,Vic,3121,Apartment,645000,"2016-05-10 00:00:00",2
122359462,Richmond,Vic,3121,Apartment,297000,"2016-07-11 00:00:00",1
122359842,Richmond,Vic,3121,Apartment,578000,"2016-05-07 00:00:00",2
122366446,Richmond,Vic,3121,House,1820000,"2016-04-30 00:00:00",3
122394218,Richmond,Vic,3121,Apartment,420000,"2016-05-05 00:00:00",1
122399214,Richmond,Vic,3121,Townhouse,1564000,"2016-05-07 00:00:00",3
122399754,Richmond,Vic,3121,Apartment,370000,"2016-07-01 00:00:00",2
122405414,Richmond,Vic,3121,Apartment,550000,"2016-05-11 00:00:00",2
122405454,Richmond,Vic,3121,House,1090000,"2016-05-07 00:00:00",3
122405562,Richmond,Vic,3121,House,1506000,"2016-05-07 00:00:00",2
122413618,Richmond,Vic,3121,House,535000,"2016-05-07 00:00:00",2
122419554,Richmond,Vic,3121,House,1346000,"2016-05-14 00:00:00",3
122435790,Richmond,Vic,3121,Apartment,1230000,"2016-08-08 00:00:00",3
122450230,Richmond,Vic,3121,House,800000,"2016-05-14 00:00:00",2
122456734,Richmond,Vic,3121,Apartment,390000,"2016-05-14 00:00:00",1
122458138,Richmond,Vic,3121,Townhouse,930000,"2016-05-14 00:00:00",2
122459458,Richmond,Vic,3121,House,3020000,"2016-05-14 00:00:00",3
122459462,Richmond,Vic,3121,House,1420000,"2016-05-14 00:00:00",3
122461046,Richmond,Vic,3121,House,30000,"2016-05-14 00:00:00",3
122461498,Richmond,Vic,3121,House,1182000,"2016-05-14 00:00:00",3
122468758,Richmond,Vic,3121,Apartment,760000,"2016-05-13 00:00:00",3
122471730,Richmond,Vic,3121,House,0,"2016-05-17 00:00:00",3
122487770,Richmond,Vic,3121,Apartment,650000,"2016-11-09 00:00:00",2
122505890,Richmond,Vic,3121,Townhouse,1000000,"2016-05-24 00:00:00",4
122513910,Richmond,Vic,3121,Apartment,602000,"2016-05-10 00:00:00",2
122513994,Richmond,Vic,3121,Apartment,750000,"2016-05-21 00:00:00",2
122515958,Richmond,Vic,3121,House,1285000,"2016-05-21 00:00:00",3
122516094,Richmond,Vic,3121,Apartment,604000,"2016-05-11 00:00:00",2
122516222,Richmond,Vic,3121,Apartment,915000,"2016-05-21 00:00:00",2
122525406,Richmond,Vic,3121,House,831000,"2016-05-21 00:00:00",2
122534206,Richmond,Vic,3121,Apartment,540000,"2016-07-13 00:00:00",2
122539674,Richmond,Vic,3121,Apartment,418000,"2016-06-07 00:00:00",1
122572786,Richmond,Vic,3121,House,30000,"2016-05-28 00:00:00",3
122573150,Richmond,Vic,3121,House,1300000,"2016-05-27 00:00:00",3
122573750,Richmond,Vic,3121,House,1310000,"2016-05-28 00:00:00",3
122574518,Richmond,Vic,3121,House,827500,"2016-05-28 00:00:00",2
122574906,Richmond,Vic,3121,Apartment,505500,"2016-05-28 00:00:00",2
122576154,Richmond,Vic,3121,House,1630000,"2016-05-29 00:00:00",4
122587246,Richmond,Vic,3121,Apartment,560000,"2016-06-02 00:00:00",3
122593382,Richmond,Vic,3121,Apartment,560000,"2016-05-27 00:00:00",2
122600698,Richmond,Vic,3121,Apartment,530000,"2016-06-28 00:00:00",2
122623154,Richmond,Vic,3121,House,1025000,"2016-06-04 00:00:00",2
122631226,Richmond,Vic,3121,House,725000,"2016-06-04 00:00:00",2
122634870,Richmond,Vic,3121,House,1102000,"2016-06-04 00:00:00",2
122634930,Richmond,Vic,3121,House,1128000,"2016-06-04 00:00:00",2
122645282,Richmond,Vic,3121,House,1000000,"2016-06-04 00:00:00",2
122652338,Richmond,Vic,3121,Apartment,500000,"2016-05-23 00:00:00",2
122692418,Richmond,Vic,3121,Apartment,675000,"2016-10-06 00:00:00",2
122693546,Richmond,Vic,3121,House,920000,"2016-06-14 00:00:00",3
122731010,Richmond,Vic,3121,Other,2350000,"2016-07-11 00:00:00",0
122741230,Richmond,Vic,3121,House,1456000,"2016-06-18 00:00:00",3
122741262,Richmond,Vic,3121,House,1220000,"2016-06-18 00:00:00",2
122741426,Richmond,Vic,3121,House,1045000,"2016-06-18 00:00:00",2
122745234,Richmond,Vic,3121,House,1145000,"2016-06-18 00:00:00",2
122745322,Richmond,Vic,3121,House,1230000,"2016-07-19 00:00:00",3
122745654,Richmond,Vic,3121,House,1315000,"2016-06-18 00:00:00",2
122745794,Richmond,Vic,3121,Apartment,395000,"2016-06-27 00:00:00",1
122745966,Richmond,Vic,3121,House,1430000,"2016-06-15 00:00:00",2
122753470,Richmond,Vic,3121,Apartment,505000,"2016-06-18 00:00:00",2
122753494,Richmond,Vic,3121,Apartment,406500,"2016-07-02 00:00:00",1
122757366,Richmond,Vic,3121,Apartment,455000,"2016-06-22 00:00:00",1
122761130,Richmond,Vic,3121,Apartment,417500,"2016-07-12 00:00:00",1
122769166,Richmond,Vic,3121,Townhouse,30000,"2016-06-18 00:00:00",2
122791994,Richmond,Vic,3121,House,1570000,"2016-06-25 00:00:00",3
122792122,Richmond,Vic,3121,Apartment,696000,"2016-06-25 00:00:00",2
122792250,Richmond,Vic,3121,Townhouse,1012000,"2016-06-25 00:00:00",3
122799250,Richmond,Vic,3121,Apartment,330000,"2016-08-06 00:00:00",1
122799254,Richmond,Vic,3121,Apartment,770000,"2016-07-02 00:00:00",2
122799274,Richmond,Vic,3121,House,1345000,"2016-06-25 00:00:00",3
122800610,Richmond,Vic,3121,Apartment,615000,"2016-09-26 00:00:00",2
122802994,Richmond,Vic,3121,Apartment,336000,"2016-06-25 00:00:00",1
122812986,Richmond,Vic,3121,Apartment,910000,"2016-07-21 00:00:00",3
122821514,Richmond,Vic,3121,House,1900200,"2016-07-09 00:00:00",5
122851126,Richmond,Vic,3121,Apartment,606500,"2016-07-02 00:00:00",2
122893154,Richmond,Vic,3121,Townhouse,1375000,"2016-07-21 00:00:00",2
122893450,Richmond,Vic,3121,Apartment,597000,"2016-07-09 00:00:00",2
122894606,Richmond,Vic,3121,Apartment,412000,"2016-07-09 00:00:00",1
122897062,Richmond,Vic,3121,Apartment,350000,"2016-07-09 00:00:00",1
122897254,Richmond,Vic,3121,Apartment,520000,"2016-07-13 00:00:00",2
122897654,Richmond,Vic,3121,House,972500,"2016-07-09 00:00:00",2
122897846,Richmond,Vic,3121,House,1955000,"2016-07-09 00:00:00",4
122900554,Richmond,Vic,3121,Apartment,665000,"2016-07-11 00:00:00",2
122905622,Richmond,Vic,3121,Apartment,412000,"2016-07-09 00:00:00",1
122906490,Richmond,Vic,3121,Apartment,564000,"2016-07-09 00:00:00",2
122908106,Richmond,Vic,3121,House,1000000,"2016-07-09 00:00:00",2
122913754,Richmond,Vic,3121,Apartment,405000,"2016-07-02 00:00:00",1
122926874,Richmond,Vic,3121,Townhouse,1785000,"2016-09-08 00:00:00",4
122938874,Richmond,Vic,3121,House,1220000,"2016-07-16 00:00:00",2
122944842,Richmond,Vic,3121,Unit,415000,"2016-07-16 00:00:00",1
122945602,Richmond,Vic,3121,Apartment,319000,"2016-07-23 00:00:00",1
122946498,Richmond,Vic,3121,Townhouse,1285000,"2016-07-16 00:00:00",3
122948494,Richmond,Vic,3121,Apartment,235500,"2016-07-16 00:00:00",1
122948538,Richmond,Vic,3121,Apartment,365000,"2016-07-18 00:00:00",1
122949386,Richmond,Vic,3121,House,1015000,"2016-07-16 00:00:00",2
122957670,Richmond,Vic,3121,House,912000,"2016-07-16 00:00:00",2
122960102,Richmond,Vic,3121,House,951000,"2016-07-16 00:00:00",2
122960266,Richmond,Vic,3121,House,930000,"2016-07-16 00:00:00",2
122962250,Richmond,Vic,3121,House,1670000,"2016-07-14 00:00:00",3
122979530,Richmond,Vic,3121,House,1520000,"2016-07-25 00:00:00",3
122989266,Richmond,Vic,3121,Apartment,680000,"2016-07-19 00:00:00",2
122994862,Richmond,Vic,3121,Apartment,712000,"2016-07-23 00:00:00",2
122997022,Richmond,Vic,3121,House,1395000,"2016-07-23 00:00:00",3
122997694,Richmond,Vic,3121,House,1212500,"2016-07-30 00:00:00",4
123004250,Richmond,Vic,3121,House,2055000,"2016-07-13 00:00:00",3
123007618,Richmond,Vic,3121,Apartment,323000,"2016-07-26 00:00:00",1
123011606,Richmond,Vic,3121,Apartment,450000,"2016-09-15 00:00:00",1
123019558,Richmond,Vic,3121,Apartment,1450000,"2016-07-27 00:00:00",3
123032990,Richmond,Vic,3121,House,1185000,"2016-07-30 00:00:00",3
123036314,Richmond,Vic,3121,Townhouse,938000,"2016-09-02 00:00:00",2
