PropertyNumber,Suburb,State,Postcode,Category,PropertySalePrice,from_unixtime(PropertySaleDate),NumberOfBedrooms
122989950,Footscray,Vic,3011,Apartment,95000,"2016-09-30 00:00:00",1
122990686,Footscray,Vic,3011,Apartment,405000,"2016-07-26 00:00:00",2
122991250,Footscray,Vic,3011,House,485000,"2016-07-23 00:00:00",3
122993542,Footscray,Vic,3011,House,821500,"2016-07-30 00:00:00",3
122994850,Footscray,Vic,3011,House,900000,"2016-08-19 00:00:00",4
123013690,Footscray,Vic,3011,Apartment,385000,"2016-10-10 00:00:00",2
123019594,Footscray,Vic,3011,House,842500,"2016-07-23 00:00:00",3
123022270,Footscray,Vic,3011,House,1100000,"2016-07-20 00:00:00",5
123031702,Footscray,Vic,3011,House,716000,"2016-07-30 00:00:00",2
123038634,Footscray,Vic,3011,House,755000,"2016-07-30 00:00:00",2
123062938,Footscray,Vic,3011,House,745000,"2016-07-30 00:00:00",2
123090818,Footscray,Vic,3011,House,932000,"2016-08-13 00:00:00",3
123095150,Footscray,Vic,3011,House,910000,"2016-08-06 00:00:00",3
123129542,Footscray,Vic,3011,Apartment,357000,"2016-08-06 00:00:00",1
123145766,Footscray,Vic,3011,Flat,270000,"2016-08-02 00:00:00",2
123152534,Footscray,Vic,3011,House,800000,"2016-08-29 00:00:00",3
123155330,Footscray,Vic,3011,Apartment,500000,"2016-11-26 00:00:00",2
123156746,Footscray,Vic,3011,House,1100000,"2016-08-10 00:00:00",4
123166434,Footscray,Vic,3011,House,621000,"2016-08-20 00:00:00",2
123203010,Footscray,Vic,3011,House,805000,"2016-07-28 00:00:00",3
123207074,Footscray,Vic,3011,House,757000,"2016-08-22 00:00:00",2
123212146,Footscray,Vic,3011,Flat,295000,"2016-08-15 00:00:00",2
123224450,Footscray,Vic,3011,Townhouse,757000,"2016-08-27 00:00:00",3
123229466,Footscray,Vic,3011,House,921000,"2016-08-27 00:00:00",3
123233450,Footscray,Vic,3011,Townhouse,686000,"2016-08-25 00:00:00",2
123251042,Footscray,Vic,3011,House,1506000,"2016-08-26 00:00:00",3
123251658,Footscray,Vic,3011,House,1104000,"2016-08-26 00:00:00",3
123256114,Footscray,Vic,3011,Townhouse,585000,"2016-09-03 00:00:00",3
123259030,Footscray,Vic,3011,House,1450000,"2016-08-18 00:00:00",4
123264958,Footscray,Vic,3011,Apartment,350750,"2016-08-27 00:00:00",2
123273454,Footscray,Vic,3011,Apartment,85000,"2016-09-07 00:00:00",1
123286982,Footscray,Vic,3011,Apartment,288000,"2016-10-15 00:00:00",2
123290018,Footscray,Vic,3011,Townhouse,820000,"2016-11-27 00:00:00",4
123305170,Footscray,Vic,3011,House,930000,"2016-09-21 00:00:00",4
123326378,Footscray,Vic,3011,Apartment,305000,"2016-10-17 00:00:00",2
123356410,Footscray,Vic,3011,Apartment,322000,"2016-09-19 00:00:00",2
123377166,Footscray,Vic,3011,Unit,305000,"2016-09-17 00:00:00",1
123377630,Footscray,Vic,3011,Apartment,370000,"2016-10-04 00:00:00",2
123417046,Footscray,Vic,3011,Flat,401300,"2016-09-23 00:00:00",2
123417758,Footscray,Vic,3011,Apartment,285000,"2016-10-21 00:00:00",1
123427302,Footscray,Vic,3011,House,860500,"2016-09-17 00:00:00",3
123427406,Footscray,Vic,3011,House,965000,"2016-09-17 00:00:00",4
123436738,Footscray,Vic,3011,House,498000,"2016-10-25 00:00:00",2
123440134,Footscray,Vic,3011,Apartment,431000,"2016-12-01 00:00:00",2
123450950,Footscray,Vic,3011,Townhouse,699000,"2016-09-24 00:00:00",3
123457206,Footscray,Vic,3011,Apartment,490000,"2016-10-08 00:00:00",2
123466914,Footscray,Vic,3011,Townhouse,533000,"2016-10-06 00:00:00",2
123477026,Footscray,Vic,3011,Apartment,435000,"2016-10-27 00:00:00",2
123480734,Footscray,Vic,3011,Apartment,485000,"2016-09-24 00:00:00",2
123485082,Footscray,Vic,3011,Unit,440000,"2016-11-16 00:00:00",3
123512382,Footscray,Vic,3011,Apartment,365000,"2016-11-08 00:00:00",2
123550998,Footscray,Vic,3011,House,1290000,"2016-10-08 00:00:00",4
123574718,Footscray,Vic,3011,House,853000,"2016-10-08 00:00:00",3
123580510,Footscray,Vic,3011,Apartment,480000,"2016-10-08 00:00:00",3
123598246,Footscray,Vic,3011,House,775000,"2016-10-08 00:00:00",4
123603754,Footscray,Vic,3011,Apartment,410000,"2016-10-29 00:00:00",2
123604806,Footscray,Vic,3011,House,1101000,"2016-10-31 00:00:00",5
123615162,Footscray,Vic,3011,Apartment,433000,"2016-10-04 00:00:00",2
123630914,Footscray,Vic,3011,Other,620000,"2016-11-30 00:00:00",0
123653870,Footscray,Vic,3011,Apartment,1000,"2016-10-22 00:00:00",2
123662066,Footscray,Vic,3011,House,869000,"2016-10-22 00:00:00",3
123662078,Footscray,Vic,3011,House,1170000,"2016-10-15 00:00:00",2
123664418,Footscray,Vic,3011,Apartment,380000,"2016-10-24 00:00:00",1
123670702,Footscray,Vic,3011,House,930000,"2016-10-21 00:00:00",3
123672858,Footscray,Vic,3011,"Block Of Units",2111000,"2016-10-27 00:00:00",29
123681722,Footscray,Vic,3011,House,785000,"2016-10-24 00:00:00",3
123687086,Footscray,Vic,3011,House,750000,"2016-10-22 00:00:00",3
123707578,Footscray,Vic,3011,House,798000,"2016-10-22 00:00:00",2
123709414,Footscray,Vic,3011,Apartment,670000,"2016-11-18 00:00:00",2
123712182,Footscray,Vic,3011,Townhouse,515000,"2016-10-22 00:00:00",3
123727282,Footscray,Vic,3011,House,794000,"2016-10-29 00:00:00",2
123730458,Footscray,Vic,3011,House,1155000,"2016-11-05 00:00:00",3
123736766,Footscray,Vic,3011,Townhouse,505000,"2016-11-08 00:00:00",2
123741350,Footscray,Vic,3011,House,747000,"2016-11-18 00:00:00",2
123761450,Footscray,Vic,3011,House,1120000,"2016-10-20 00:00:00",2
123789814,Footscray,Vic,3011,Villa,575000,"2016-11-12 00:00:00",2
123803818,Footscray,Vic,3011,Apartment,375000,"2016-11-04 00:00:00",2
123815502,Footscray,Vic,3011,Townhouse,600000,"2016-11-12 00:00:00",3
123817522,Footscray,Vic,3011,"Block Of Units",2013000,"2016-11-12 00:00:00",10
123832290,Footscray,Vic,3011,Apartment,440000,"2016-11-18 00:00:00",2
123877718,Footscray,Vic,3011,House,690500,"2016-11-11 00:00:00",2
123883746,Footscray,Vic,3011,House,895000,"2016-11-12 00:00:00",3
123895282,Footscray,Vic,3011,Townhouse,560000,"2016-11-12 00:00:00",2
123914546,Footscray,Vic,3011,Townhouse,707000,"2016-11-09 00:00:00",2
123951778,Footscray,Vic,3011,Apartment,296000,"2016-11-26 00:00:00",2
123965278,Footscray,Vic,3011,House,882500,"2016-11-26 00:00:00",3
123974430,Footscray,Vic,3011,Townhouse,781000,"2016-11-26 00:00:00",3
124025994,Footscray,Vic,3011,House,1225000,"2016-11-21 00:00:00",4
124165842,Footscray,Vic,3011,House,869250,"2016-11-24 00:00:00",2
110551745,"North Melbourne",Vic,3051,Apartment,127500,"2015-08-04 00:00:00",1
114157103,"North Melbourne",Vic,3051,Apartment,1600000,"2015-11-12 00:00:00",1
116702131,"North Melbourne",Vic,3051,Warehouse,1420000,"2016-01-28 00:00:00",2
117032907,"North Melbourne",Vic,3051,Studio,160000,"2016-01-21 00:00:00",0
117594403,"North Melbourne",Vic,3051,Warehouse,3027000,"2016-01-28 00:00:00",2
117786171,"North Melbourne",Vic,3051,Studio,160000,"2016-01-13 00:00:00",1
118104471,"North Melbourne",Vic,3051,Apartment,615000,"2016-06-06 00:00:00",2
118382611,"North Melbourne",Vic,3051,Apartment,170000,"2015-07-20 00:00:00",1
118633795,"North Melbourne",Vic,3051,Apartment,475000,"2015-07-22 00:00:00",2
118707683,"North Melbourne",Vic,3051,Studio,160000,"2015-07-20 00:00:00",0
118708887,"North Melbourne",Vic,3051,Studio,175000,"2015-07-20 00:00:00",0
118782983,"North Melbourne",Vic,3051,Apartment,150000,"2015-11-14 00:00:00",1
118825583,"North Melbourne",Vic,3051,Apartment,370000,"2015-08-12 00:00:00",1
118858203,"North Melbourne",Vic,3051,Apartment,429000,"2015-06-19 00:00:00",1
118858347,"North Melbourne",Vic,3051,Apartment,505000,"2015-09-21 00:00:00",1
119024691,"North Melbourne",Vic,3051,Apartment,1521500,"2015-08-28 00:00:00",3
119030211,"North Melbourne",Vic,3051,Apartment,161000,"2015-06-29 00:00:00",0
119512939,"North Melbourne",Vic,3051,Unit,310000,"2015-07-16 00:00:00",1
119671899,"North Melbourne",Vic,3051,Apartment,450000,"2016-04-20 00:00:00",2
119742907,"North Melbourne",Vic,3051,Apartment,475000,"2015-09-14 00:00:00",2
119793051,"North Melbourne",Vic,3051,Apartment,375000,"2015-06-12 00:00:00",1
119795239,"North Melbourne",Vic,3051,Apartment,582000,"2015-06-08 00:00:00",2
119804951,"North Melbourne",Vic,3051,Apartment,656000,"2015-06-13 00:00:00",2
119819163,"North Melbourne",Vic,3051,Unit,395000,"2015-09-14 00:00:00",2
119853585,"North Melbourne",Vic,3051,Apartment,509000,"2015-08-30 00:00:00",1
119854013,"North Melbourne",Vic,3051,Apartment,434000,"2015-10-12 00:00:00",1
119880745,"North Melbourne",Vic,3051,House,1551000,"2015-06-11 00:00:00",4
119881261,"North Melbourne",Vic,3051,House,900000,"2015-06-20 00:00:00",3
119882845,"North Melbourne",Vic,3051,Townhouse,630000,"2015-06-20 00:00:00",2
119884933,"North Melbourne",Vic,3051,House,688500,"2015-06-20 00:00:00",1
119920385,"North Melbourne",Vic,3051,Apartment,465000,"2015-06-27 00:00:00",2
119935793,"North Melbourne",Vic,3051,House,1100000,"2015-06-19 00:00:00",1
119947597,"North Melbourne",Vic,3051,Apartment,605000,"2015-08-03 00:00:00",2
119948481,"North Melbourne",Vic,3051,Apartment,562000,"2015-07-07 00:00:00",2
119961689,"North Melbourne",Vic,3051,Apartment,680000,"2015-07-04 00:00:00",1
119970157,"North Melbourne",Vic,3051,Apartment,735000,"2015-06-25 00:00:00",2
119971113,"North Melbourne",Vic,3051,House,705000,"2015-07-04 00:00:00",2
119971785,"North Melbourne",Vic,3051,Studio,175000,"2016-07-29 00:00:00",1
119971825,"North Melbourne",Vic,3051,House,700000,"2015-07-04 00:00:00",2
119971945,"North Melbourne",Vic,3051,Apartment,180000,"2015-08-12 00:00:00",1
119982933,"North Melbourne",Vic,3051,Apartment,621000,"2015-07-01 00:00:00",2
120001265,"North Melbourne",Vic,3051,Apartment,317000,"2015-08-25 00:00:00",1
120021017,"North Melbourne",Vic,3051,House,1850000,"2015-07-30 00:00:00",3
120042481,"North Melbourne",Vic,3051,House,1880000,"2015-08-10 00:00:00",5
120047189,"North Melbourne",Vic,3051,House,1880000,"2015-08-08 00:00:00",5
120069221,"North Melbourne",Vic,3051,House,1030000,"2015-07-18 00:00:00",3
120069589,"North Melbourne",Vic,3051,Apartment,372500,"2015-07-20 00:00:00",1
120083625,"North Melbourne",Vic,3051,Apartment,227000,"2015-08-18 00:00:00",1
120088333,"North Melbourne",Vic,3051,Apartment,610000,"2015-07-22 00:00:00",2
120093605,"North Melbourne",Vic,3051,House,690000,"2015-07-25 00:00:00",2
120115061,"North Melbourne",Vic,3051,Apartment,475000,"2015-07-07 00:00:00",2
120142129,"North Melbourne",Vic,3051,House,1010000,"2015-07-25 00:00:00",2
120175837,"North Melbourne",Vic,3051,Townhouse,790000,"2015-08-01 00:00:00",3
120197601,"North Melbourne",Vic,3051,Apartment,422500,"2015-08-05 00:00:00",1
120204557,"North Melbourne",Vic,3051,Apartment,455000,"2015-11-20 00:00:00",2
120227745,"North Melbourne",Vic,3051,Apartment,410000,"2015-08-25 00:00:00",1
120245161,"North Melbourne",Vic,3051,House,1410000,"2015-08-08 00:00:00",4
120254733,"North Melbourne",Vic,3051,House,1710000,"2015-08-08 00:00:00",3
120280761,"North Melbourne",Vic,3051,House,0,"2015-09-30 00:00:00",3
120297149,"North Melbourne",Vic,3051,Apartment,490500,"2015-08-15 00:00:00",2
120300801,"North Melbourne",Vic,3051,Apartment,478000,"2015-09-08 00:00:00",2
120300961,"North Melbourne",Vic,3051,Apartment,530000,"2015-08-15 00:00:00",2
120306373,"North Melbourne",Vic,3051,Apartment,920000,"2015-08-22 00:00:00",3
120333553,"North Melbourne",Vic,3051,Apartment,450000,"2015-09-22 00:00:00",2
120335165,"North Melbourne",Vic,3051,Apartment,480000,"2015-09-10 00:00:00",2
120385345,"North Melbourne",Vic,3051,House,860000,"2015-08-29 00:00:00",2
120400873,"North Melbourne",Vic,3051,House,1230000,"2015-08-29 00:00:00",2
120402413,"North Melbourne",Vic,3051,Apartment,470000,"2015-09-23 00:00:00",2
120414421,"North Melbourne",Vic,3051,Apartment,680000,"2015-08-18 00:00:00",2
120447161,"North Melbourne",Vic,3051,House,1350000,"2015-09-14 00:00:00",4
120454921,"North Melbourne",Vic,3051,Apartment,570000,"2015-11-19 00:00:00",3
120455885,"North Melbourne",Vic,3051,Townhouse,705000,"2015-08-31 00:00:00",1
120481133,"North Melbourne",Vic,3051,Apartment,373500,"2015-11-27 00:00:00",1
120483297,"North Melbourne",Vic,3051,Townhouse,0,"2015-09-12 00:00:00",3
120490653,"North Melbourne",Vic,3051,Apartment,129000,"2015-09-11 00:00:00",1
120511929,"North Melbourne",Vic,3051,House,1411000,"2015-09-12 00:00:00",3
120524201,"North Melbourne",Vic,3051,House,2520000,"2015-09-26 00:00:00",3
120530433,"North Melbourne",Vic,3051,House,670000,"2015-09-19 00:00:00",2
120530509,"North Melbourne",Vic,3051,House,900000,"2015-09-24 00:00:00",4
120547477,"North Melbourne",Vic,3051,Apartment,650000,"2015-09-21 00:00:00",2
120548217,"North Melbourne",Vic,3051,Apartment,425000,"2015-09-19 00:00:00",1
120560041,"North Melbourne",Vic,3051,House,1435000,"2015-09-19 00:00:00",4
120560085,"North Melbourne",Vic,3051,Apartment,507000,"2016-01-28 00:00:00",2
120571105,"North Melbourne",Vic,3051,Apartment,750000,"2015-09-19 00:00:00",2
120578677,"North Melbourne",Vic,3051,House,1470000,"2015-09-19 00:00:00",3
120606585,"North Melbourne",Vic,3051,Townhouse,700000,"2015-09-08 00:00:00",2
120607369,"North Melbourne",Vic,3051,Apartment,765000,"2015-10-28 00:00:00",2
120611813,"North Melbourne",Vic,3051,House,1100000,"2015-09-26 00:00:00",4
120627129,"North Melbourne",Vic,3051,Townhouse,925000,"2015-09-26 00:00:00",2
120681313,"North Melbourne",Vic,3051,Apartment,447000,"2015-09-25 00:00:00",2
120724425,"North Melbourne",Vic,3051,House,1436000,"2015-10-10 00:00:00",3
120734093,"North Melbourne",Vic,3051,House,926000,"2015-10-12 00:00:00",2
120742121,"North Melbourne",Vic,3051,Townhouse,731000,"2015-10-10 00:00:00",2
120742589,"North Melbourne",Vic,3051,Townhouse,811000,"2015-10-07 00:00:00",2
120742741,"North Melbourne",Vic,3051,House,1470000,"2015-10-17 00:00:00",4
120744473,"North Melbourne",Vic,3051,Apartment,542000,"2015-10-10 00:00:00",2
120758081,"North Melbourne",Vic,3051,House,2780000,"2015-10-17 00:00:00",4
120760113,"North Melbourne",Vic,3051,Apartment,419000,"2015-10-05 00:00:00",2
120761761,"North Melbourne",Vic,3051,Apartment,435000,"2015-10-17 00:00:00",1
120789541,"North Melbourne",Vic,3051,Apartment,466000,"2015-10-28 00:00:00",2
120797557,"North Melbourne",Vic,3051,Apartment,570000,"2015-10-17 00:00:00",2
120805721,"North Melbourne",Vic,3051,Townhouse,1340000,"2015-10-17 00:00:00",3
120813173,"North Melbourne",Vic,3051,Apartment,590000,"2015-10-17 00:00:00",2
120824021,"North Melbourne",Vic,3051,House,1220000,"2015-10-24 00:00:00",3
120826837,"North Melbourne",Vic,3051,House,974000,"2015-10-17 00:00:00",3
120831565,"North Melbourne",Vic,3051,Apartment,450000,"2015-11-18 00:00:00",2
120899097,"North Melbourne",Vic,3051,Apartment,495000,"2015-11-09 00:00:00",2
120902921,"North Melbourne",Vic,3051,Apartment,460000,"2015-12-14 00:00:00",2
120949470,"North Melbourne",Vic,3051,Apartment,612500,"2015-11-02 00:00:00",2
120953814,"North Melbourne",Vic,3051,Apartment,632000,"2015-11-30 00:00:00",2
120961978,"North Melbourne",Vic,3051,Unit,730000,"2015-11-07 00:00:00",2
120976278,"North Melbourne",Vic,3051,Apartment,520000,"2015-10-30 00:00:00",3
120987954,"North Melbourne",Vic,3051,House,1400000,"2015-11-14 00:00:00",4
120990886,"North Melbourne",Vic,3051,House,860000,"2015-11-07 00:00:00",2
120997734,"North Melbourne",Vic,3051,Apartment,347500,"2015-11-14 00:00:00",1
120999042,"North Melbourne",Vic,3051,Apartment,600000,"2015-11-07 00:00:00",3
121007786,"North Melbourne",Vic,3051,Apartment,738500,"2016-04-01 00:00:00",3
121015350,"North Melbourne",Vic,3051,Apartment,502500,"2015-11-14 00:00:00",2
121024970,"North Melbourne",Vic,3051,Warehouse,2370000,"2016-01-28 00:00:00",2
121034622,"North Melbourne",Vic,3051,House,791000,"2015-11-14 00:00:00",2
121037834,"North Melbourne",Vic,3051,Apartment,397500,"2015-12-04 00:00:00",1
121069138,"North Melbourne",Vic,3051,Apartment,535000,"2015-12-01 00:00:00",2
121070914,"North Melbourne",Vic,3051,Townhouse,515000,"2015-11-20 00:00:00",2
121071526,"North Melbourne",Vic,3051,Apartment,600000,"2015-11-21 00:00:00",2
121080910,"North Melbourne",Vic,3051,Apartment,542500,"2016-01-05 00:00:00",2
121104622,"North Melbourne",Vic,3051,House,785000,"2015-11-21 00:00:00",2
121104806,"North Melbourne",Vic,3051,Apartment,555000,"2015-11-21 00:00:00",2
121105466,"North Melbourne",Vic,3051,Apartment,300000,"2016-01-01 00:00:00",1
121106130,"North Melbourne",Vic,3051,Apartment,555000,"2015-11-05 00:00:00",2
121110666,"North Melbourne",Vic,3051,Apartment,170000,"2016-03-07 00:00:00",1
121116014,"North Melbourne",Vic,3051,Apartment,320000,"2015-12-05 00:00:00",1
121118150,"North Melbourne",Vic,3051,House,2000000,"2015-11-26 00:00:00",3
121127254,"North Melbourne",Vic,3051,Unit,485000,"2015-11-21 00:00:00",2
121144466,"North Melbourne",Vic,3051,Apartment,250000,"2016-01-16 00:00:00",1
121153630,"North Melbourne",Vic,3051,Apartment,610000,"2016-02-16 00:00:00",2
121189706,"North Melbourne",Vic,3051,House,3125000,"2015-12-01 00:00:00",4
121194510,"North Melbourne",Vic,3051,House,1405000,"2015-11-28 00:00:00",3
121195986,"North Melbourne",Vic,3051,Unit,385000,"2015-12-04 00:00:00",2
121197442,"North Melbourne",Vic,3051,Apartment,380000,"2015-12-20 00:00:00",1
121205082,"North Melbourne",Vic,3051,House,1420000,"2015-11-28 00:00:00",3
121206042,"North Melbourne",Vic,3051,Apartment,675000,"2015-12-05 00:00:00",2
121218302,"North Melbourne",Vic,3051,House,1650000,"2015-12-05 00:00:00",4
121231138,"North Melbourne",Vic,3051,House,800000,"2015-12-05 00:00:00",2
121236978,"North Melbourne",Vic,3051,House,1290000,"2015-12-05 00:00:00",4
121259330,"North Melbourne",Vic,3051,Apartment,495000,"2015-11-17 00:00:00",2
121260438,"North Melbourne",Vic,3051,House,1385000,"2015-12-09 00:00:00",2
121261406,"North Melbourne",Vic,3051,House,695000,"2015-12-05 00:00:00",2
121262206,"North Melbourne",Vic,3051,House,655000,"2016-01-12 00:00:00",2
121262466,"North Melbourne",Vic,3051,Townhouse,1050000,"2015-12-12 00:00:00",4
121263654,"North Melbourne",Vic,3051,House,1350000,"2015-12-03 00:00:00",3
121268054,"North Melbourne",Vic,3051,Townhouse,799000,"2016-02-01 00:00:00",3
121282674,"North Melbourne",Vic,3051,House,1340000,"2015-12-05 00:00:00",2
121313002,"North Melbourne",Vic,3051,Apartment,490000,"2015-11-27 00:00:00",2
121321214,"North Melbourne",Vic,3051,House,1250000,"2015-12-12 00:00:00",3
121323754,"North Melbourne",Vic,3051,Apartment,700000,"2015-12-12 00:00:00",2
121342026,"North Melbourne",Vic,3051,Townhouse,795000,"2015-12-12 00:00:00",2
121355986,"North Melbourne",Vic,3051,Apartment,420000,"2015-12-12 00:00:00",2
121364850,"North Melbourne",Vic,3051,Warehouse,1750000,"2015-12-15 00:00:00",0
121380690,"North Melbourne",Vic,3051,Apartment,571000,"2015-12-16 00:00:00",2
121500846,"North Melbourne",Vic,3051,Other,1500000,"2016-07-20 00:00:00",0
121578902,"North Melbourne",Vic,3051,Apartment,530000,"2016-01-14 00:00:00",1
121584266,"North Melbourne",Vic,3051,Apartment,485000,"2016-01-19 00:00:00",2
121615154,"North Melbourne",Vic,3051,Apartment,1120000,"2016-07-11 00:00:00",3
121644266,"North Melbourne",Vic,3051,House,2900000,"2016-02-16 00:00:00",8
121669214,"North Melbourne",Vic,3051,House,765000,"2016-02-20 00:00:00",2
121677358,"North Melbourne",Vic,3051,Townhouse,680000,"2016-05-08 00:00:00",2
121691846,"North Melbourne",Vic,3051,Apartment,595000,"2016-01-29 00:00:00",2
121709062,"North Melbourne",Vic,3051,House,2200000,"2015-12-16 00:00:00",5
121712466,"North Melbourne",Vic,3051,Studio,205000,"2016-02-23 00:00:00",1
121742090,"North Melbourne",Vic,3051,Apartment,485000,"2016-02-20 00:00:00",1
121758190,"North Melbourne",Vic,3051,House,790000,"2016-05-24 00:00:00",2
121761498,"North Melbourne",Vic,3051,Apartment,480000,"2016-03-03 00:00:00",2
121788066,"North Melbourne",Vic,3051,Apartment,515000,"2016-04-06 00:00:00",2
121803154,"North Melbourne",Vic,3051,Townhouse,881000,"2016-02-26 00:00:00",2
121818558,"North Melbourne",Vic,3051,Apartment,625000,"2016-02-27 00:00:00",2
121821198,"North Melbourne",Vic,3051,Townhouse,991000,"2016-04-06 00:00:00",2
121844694,"North Melbourne",Vic,3051,Apartment,780000,"2016-04-06 00:00:00",3
121856198,"North Melbourne",Vic,3051,Apartment,426000,"2016-04-01 00:00:00",1
121857550,"North Melbourne",Vic,3051,House,1502500,"2016-02-27 00:00:00",4
121868482,"North Melbourne",Vic,3051,House,558000,"2016-03-05 00:00:00",2
121873450,"North Melbourne",Vic,3051,House,665000,"2016-03-05 00:00:00",1
121876454,"North Melbourne",Vic,3051,Apartment,515000,"2016-03-04 00:00:00",2
121878330,"North Melbourne",Vic,3051,House,730000,"2016-03-05 00:00:00",2
121966462,"North Melbourne",Vic,3051,Apartment,660000,"2016-05-23 00:00:00",3
121997914,"North Melbourne",Vic,3051,Townhouse,1400000,"2016-03-30 00:00:00",4
122000730,"North Melbourne",Vic,3051,Townhouse,705000,"2016-03-19 00:00:00",2
122003278,"North Melbourne",Vic,3051,House,1851000,"2016-03-19 00:00:00",4
122003426,"North Melbourne",Vic,3051,Apartment,669000,"2016-03-19 00:00:00",2
122016486,"North Melbourne",Vic,3051,House,885000,"2016-03-19 00:00:00",2
122072734,"North Melbourne",Vic,3051,House,950000,"2016-04-06 00:00:00",2
122093242,"North Melbourne",Vic,3051,Apartment,1790000,"2016-11-08 00:00:00",3
122093434,"North Melbourne",Vic,3051,Apartment,434000,"2016-05-12 00:00:00",1
122112398,"North Melbourne",Vic,3051,Apartment,480000,"2016-03-31 00:00:00",2
122129430,"North Melbourne",Vic,3051,Apartment,457000,"2016-04-02 00:00:00",2
122129578,"North Melbourne",Vic,3051,House,1550000,"2016-04-09 00:00:00",3
122130282,"North Melbourne",Vic,3051,Apartment,165000,"2016-03-23 00:00:00",1
122180898,"North Melbourne",Vic,3051,Apartment,606000,"2016-04-16 00:00:00",2
122183198,"North Melbourne",Vic,3051,Apartment,505000,"2016-04-13 00:00:00",2
122183902,"North Melbourne",Vic,3051,House,1350000,"2016-06-10 00:00:00",3
122188690,"North Melbourne",Vic,3051,House,1350000,"2016-04-07 00:00:00",3
122189262,"North Melbourne",Vic,3051,Apartment,460000,"2016-05-12 00:00:00",2
122201186,"North Melbourne",Vic,3051,Apartment,632500,"2016-04-09 00:00:00",3
122204794,"North Melbourne",Vic,3051,Apartment,585000,"2016-05-24 00:00:00",2
122253658,"North Melbourne",Vic,3051,Unit,580000,"2016-04-23 00:00:00",3
122254286,"North Melbourne",Vic,3051,Townhouse,937000,"2016-04-30 00:00:00",2
122298110,"North Melbourne",Vic,3051,Apartment,530000,"2016-11-21 00:00:00",1
122302502,"North Melbourne",Vic,3051,House,780000,"2016-04-12 00:00:00",2
122307246,"North Melbourne",Vic,3051,House,710000,"2016-04-30 00:00:00",2
122311866,"North Melbourne",Vic,3051,Apartment,530000,"2016-06-14 00:00:00",2
122332662,"North Melbourne",Vic,3051,Apartment,332000,"2016-09-09 00:00:00",1
122332706,"North Melbourne",Vic,3051,House,1200000,"2016-04-30 00:00:00",3
122333026,"North Melbourne",Vic,3051,House,940000,"2016-04-13 00:00:00",3
122412442,"North Melbourne",Vic,3051,Apartment,645000,"2016-05-07 00:00:00",2
122430270,"North Melbourne",Vic,3051,Apartment,435000,"2016-06-17 00:00:00",1
122479254,"North Melbourne",Vic,3051,Apartment,478000,"2016-05-21 00:00:00",2
122486086,"North Melbourne",Vic,3051,Apartment,510000,"2016-05-13 00:00:00",2
122496570,"North Melbourne",Vic,3051,Apartment,689000,"2016-09-27 00:00:00",2
122508746,"North Melbourne",Vic,3051,Townhouse,872000,"2016-05-21 00:00:00",3
122562650,"North Melbourne",Vic,3051,Apartment,955000,"2016-05-28 00:00:00",2
122565422,"North Melbourne",Vic,3051,Townhouse,1065000,"2016-05-28 00:00:00",3
122580266,"North Melbourne",Vic,3051,House,1240000,"2016-05-28 00:00:00",4
122625782,"North Melbourne",Vic,3051,Apartment,528500,"2016-06-01 00:00:00",2
122640262,"North Melbourne",Vic,3051,House,1800000,"2016-06-04 00:00:00",4
122647490,"North Melbourne",Vic,3051,Townhouse,1280000,"2016-07-09 00:00:00",2
122698302,"North Melbourne",Vic,3051,House,1400000,"2016-06-18 00:00:00",4
122719034,"North Melbourne",Vic,3051,Apartment,469000,"2016-06-18 00:00:00",2
122742134,"North Melbourne",Vic,3051,Apartment,420000,"2016-07-13 00:00:00",2
122761246,"North Melbourne",Vic,3051,Apartment,475000,"2016-10-08 00:00:00",2
122767186,"North Melbourne",Vic,3051,Apartment,380000,"2016-06-29 00:00:00",1
122795098,"North Melbourne",Vic,3051,Apartment,496000,"2016-07-12 00:00:00",2
122810306,"North Melbourne",Vic,3051,House,840000,"2016-07-15 00:00:00",2
122861030,"North Melbourne",Vic,3051,Apartment,0,"2016-07-18 00:00:00",1
122896858,"North Melbourne",Vic,3051,Apartment,0,"2016-07-07 00:00:00",1
122926450,"North Melbourne",Vic,3051,Apartment,450000,"2016-07-15 00:00:00",1
123008634,"North Melbourne",Vic,3051,Apartment,550000,"2016-07-27 00:00:00",2
123009558,"North Melbourne",Vic,3051,House,382000,"2016-08-03 00:00:00",1
123057614,"North Melbourne",Vic,3051,Townhouse,972250,"2016-08-18 00:00:00",2
123065786,"North Melbourne",Vic,3051,Apartment,695000,"2016-08-12 00:00:00",2
123099042,"North Melbourne",Vic,3051,Apartment,0,"2016-08-04 00:00:00",2
123108638,"North Melbourne",Vic,3051,Townhouse,1375000,"2016-07-13 00:00:00",4
123122294,"North Melbourne",Vic,3051,Apartment,483000,"2016-08-11 00:00:00",2
123154914,"North Melbourne",Vic,3051,House,1385000,"2016-08-13 00:00:00",3
123158966,"North Melbourne",Vic,3051,Apartment,580000,"2016-08-31 00:00:00",2
123190622,"North Melbourne",Vic,3051,Apartment,370000,"2016-09-16 00:00:00",1
123205814,"North Melbourne",Vic,3051,Unit,540000,"2016-08-20 00:00:00",2
123207558,"North Melbourne",Vic,3051,Apartment,440000,"2016-09-23 00:00:00",1
123217506,"North Melbourne",Vic,3051,House,820000,"2016-08-27 00:00:00",2
